id;name;lon;lat;kwds
N664609192;Fuchsienweg;13.4843494;52.4318149;transport,busstop
N664609193;Fuchsienweg;13.4845589;52.4321326;transport,busstop
N664609194;Frauenschuhweg;13.4909002;52.4336312;transport,busstop
N664609195;Flurweg/Seidelbastweg;13.4877685;52.4346496;transport,busstop
N664609196;Flurweg/Seidelbastweg;13.4882992;52.4348405;transport,busstop
N664609197;Massantebrücke;13.4959919;52.4313410;transport,busstop
N664609198;Massantebrücke;13.4956389;52.4314978;transport,busstop
N664609199;Kanalstraße 38-41;13.4976711;52.4305971;transport,busstop
N664609200;Kanalstraße 38-41;13.4985895;52.4301778;transport,busstop
N664609201;Frauenschuhweg;13.4915285;52.4333509;transport,busstop
N664609202;Mistelweg;13.5033942;52.4280164;transport,busstop
N664609203;Mistelweg;13.5030334;52.4281715;transport,busstop
N664963062;Meuterei;13.4287965;52.4958086;food,pub
N665072785;Weltraum Kiezladen für nachhaltige Alltagskultur;13.4397016;52.4936415;tourist,theatre
N665088935;Zadar;13.3008880;52.5837270;food,restaurant
N665121783;Comicbibliothek Renate;13.3937348;52.5261368;amenity,library
N665253023;Popitzweg;13.2788787;52.5369212;transport,busstop
N665253029;Popitzweg;13.2792595;52.5368096;transport,busstop
N665267032;Manous Imbis;13.2756383;52.5369006;food,fastfood
N665369578;Dietrichinger Weg;13.3301293;52.6017317;transport,busstop
N665369586;Dietrichinger Weg;13.3304996;52.6012128;transport,busstop
N665535048;Getränke Hoffmann;13.2985262;52.5078384;shop,alcohol
N665535049;Madame Chocolat;13.3019232;52.5066476;shop,confectionery
N665535053;Pestalozzi Apotheke;13.3018276;52.5080757;health,pharmacy
N665535079;Polikum Apotheke;13.3363948;52.5021502;health,pharmacy
N665535087;Steineckes Heidebrot Backstube;13.3253576;52.5044711;shop,bakery
N665535090;Zaddy's;13.3364630;52.5039877;food,fastfood
N665654109;Kaisereiche;13.3323208;52.4684925;transport,busstop
N665654110;Kaisereiche;13.3321187;52.4686993;transport,busstop
N665744613;Tiergartenstraße;13.3607934;52.5098894;transport,busstop
N665744615;Tiergartenstraße;13.3631941;52.5097467;transport,busstop
N665744620;Torstraße/U Oranienburger Tor;13.3882004;52.5274521;transport,busstop
N665744621;Torstraße/U Oranienburger Tor;13.3884817;52.5273331;transport,busstop
N665744622;Tucholskystraße;13.3931964;52.5282944;transport,busstop
N665744623;Tucholskystraße;13.3944798;52.5287763;transport,busstop
N665744624;Mollstraße/Prenzlauer Allee;13.4171670;52.5266145;transport,busstop
N665744626;Mollstraße/Prenzlauer Allee;13.4166225;52.5262033;transport,busstop
N665744630;Singerstraße;13.4317079;52.5147509;transport,busstop
N665744631;Singerstraße;13.4322172;52.5154658;transport,busstop
N665744632;Friedrichsberger Straße;13.4349720;52.5213659;transport,busstop
N665744633;Friedrichsberger Straße;13.4351134;52.5213430;transport,busstop
N665744635;Am Friedrichshain;13.4260453;52.5283533;transport,busstop
N665744636;Weinstraße;13.4289557;52.5258767;transport,busstop
N665744637;Weinstraße;13.4287243;52.5262258;transport,busstop
N665906791;Hagenplatz;13.2662636;52.4836007;transport,busstop
N665954156;Casalot;13.3863450;52.5245138;food,restaurant
N666064497;Volkshochschule Berlin Mitte;13.3960922;52.5282109;education,school
N666155800;Lon-Men's Noodle House;13.3164505;52.5062843;food,restaurant
N666283093;Da Franco;13.2849300;52.6625149;food,restaurant
N666347007;Konditorei Weiß;13.5718474;52.4126455;shop,bakery
N666348236;Cua-Tung;13.5720502;52.4126791;food,fastfood
N666349617;Friseur-Team Gröbel;13.5725826;52.4124404;shop,hairdresser
N666388871;Erasmus-Apotheke;13.3013735;52.4886003;health,pharmacy
N666388873;Jebens Conditorei & Cafe;13.3014750;52.4886406;food,cafe
N666388889;My Evergreen Teahouse;13.2984920;52.4952146;shop,departmentstore
N642952586;Deutsches Institut für Bautechnik;13.3694510;52.4848532;amenity,publicbuilding
N643053745;Veracruz;13.5397301;52.5281337;food,restaurant
N643056998;Lara Beach;13.5382721;52.5281590;food,cafe
N643227698;McDonald's;13.4547802;52.4297551;food,fastfood
N643494373;Beim Dicken;13.3874114;52.5524265;food,pub
N643494380;La Bella;13.3866786;52.5528851;shop,hairdresser
N643494389;Groehn Fahrradservice;13.3851462;52.5544204;shop,bicycle
N643494404;Hardy's Tabak-Land‎;13.3914822;52.5540116;amenity,postoffice
N643509394;Dunkin' Donuts;13.3877056;52.5495858;food,fastfood
N643509398;Sparkasse;13.3888739;52.5493588;money,bank
N643638893;Axel's Fahrradladen;13.2254703;52.4167043;shop,bicycle
N643753689;Salon Jeschke;13.4990357;52.5155129;shop,hairdresser
N644618647;Bica Billard & Cafe;13.5382450;52.5282820;food,cafe
N644621525;KiK;13.5373827;52.5322256;shop,clothes
N644658972;Tabak Presse Getränke;13.3831697;52.5538405;amenity,postoffice
N644658974;Curry und Chili;13.3840017;52.5559809;food,fastfood
N644658975;Jülicher Apotheke;13.3923404;52.5539606;health,pharmacy
N644659553;Zeitungsladen Parlak;13.3787124;52.5503708;amenity,postoffice
N644711456;Cafe Memoli;13.5472410;52.5299438;food,pub
N644744389;Beethoven Apotheke;13.5353928;52.5110562;health,pharmacy
N644887888;Sprintout;13.3536001;52.4897058;shop,copyshop
N645313231;Kiezkultur und Bücher;13.4483023;52.5529239;shop,book
N645372886;Massagen privat;13.4406832;52.5539097;shop,departmentstore
N645413268;Sushi Circle;13.3302277;52.5043754;food,restaurant
N645677423;KiK;13.3314280;52.5269479;shop,clothes
N645677439;Tinten und Toner;13.3316095;52.5268978;shop,computer
N645677442;Reformhaus Demski;13.3320357;52.5268722;shop,convenience
N645677446;Tedi;13.3316413;52.5272670;shop,convenience
N645677448;Brillen Optik Foto Bardorf;13.3332410;52.5267655;shop,departmentstore
N645677454;NKD;13.3324238;52.5271849;shop,clothes
N645677460;Humana - Second Hand;13.3352245;52.5265587;shop,clothes
N645677463;Otto Apotheke;13.3352052;52.5264429;health,pharmacy
N645677466;die Neue Apotheke;13.3357313;52.5265328;health,pharmacy
N645677469;Arminius Apotheke;13.3365504;52.5268142;health,pharmacy
N645677474;Back Factory;13.3374828;52.5267140;shop,bakery
N646574151;NOAH'S;13.3429638;52.5027181;food,restaurant
N646574192;Hotel Classic;13.3433634;52.5026329;accommodation,hotel
N646574554;Nuovo Antica Roma;13.3434593;52.5026128;food,restaurant
N646575619;Rossmann;13.3424493;52.5030156;shop,convenience
N646577061;S. Balz;13.3428732;52.5029438;shop,kiosk
N646577616;Hurghada Café & Cocktailbar;13.3441499;52.5040908;food,bar
N646578320;Regale;13.3437529;52.5048287;shop,departmentstore
N646579859;Ansbacher Apotheke;13.3429298;52.5034922;health,pharmacy
N646586557;Optik Beck;13.3229871;52.4571056;shop,departmentstore
N646593030;Fielmann;13.3880627;52.5494584;shop,departmentstore
N646593037;Goldjunge;13.3879083;52.5495205;food,fastfood
N646593038;Tabacon;13.3877588;52.5497856;amenity,postoffice
N646593040;Ditsch;13.3878211;52.5498144;shop,bakery
N646593042;C&A;13.3882969;52.5493978;shop,clothes
N646593045;Tralala;13.3889687;52.5494240;food,fastfood
N646593063;Pastaci Atalay;13.3872669;52.5542091;shop,bakery
N646593064;Stern Bäckerei;13.3923880;52.5541978;shop,bakery
N646601544;ALDI;13.3884219;52.5494090;shop,supermarket
N646601545;Blume2000;13.3899747;52.5500134;shop,florist
N646601548;Saturn;13.3905749;52.5498107;shop,hifi
N646687039;Olbendorfer Weg;13.3195223;52.5822651;transport,busstop
N646687045;Rotbuchenweg;13.3204265;52.5836208;transport,busstop
N646787690;LEMKE Marzipan Fabrikverkauf;13.4595229;52.4515478;shop,confectionery
N647281904;centrovital SPA & Sport Hotel;13.2107275;52.5466549;accommodation,hotel
N647905007;Tangles Hair;13.5740216;52.4019520;shop,hairdresser
N647907950;Pension Adamshof;13.4910942;52.5018169;accommodation,hotel
N647907951;Bistro Adamshof;13.4910974;52.5018780;food,fastfood
N647907953;Pension Zum Lichtenberger;13.4911865;52.5020842;accommodation,hotel
N647907957;Kleines Cafe;13.4944932;52.5029435;food,cafe
N647907958;Il Bufalo;13.4974647;52.5010184;food,restaurant
N647943536;Hubertus Apotheke am Salzufer;13.3228681;52.5183557;health,pharmacy
N648207420;Lavendel Viet;13.4983931;52.5097887;food,fastfood
N648207421;Bierstube bei Birgit;13.4984198;52.5098485;food,pub
N648207426;Vinacafe Tin Tin;13.4984486;52.5099068;food,cafe
N648231118;Sy;13.3082109;52.5067730;food,restaurant
N648238268;gainsbourg bar américain;13.3250472;52.5046693;food,bar
N648239421;Hasensprung;13.2724347;52.4868722;transport,busstop
N648239425;Hasensprung;13.2714535;52.4866991;transport,busstop
N648239428;Erdener Straße;13.2754433;52.4897786;transport,busstop
N648239435;Erdener Straße;13.2760105;52.4902300;transport,busstop
N648259055;Segelclub der Schele-Schule;13.2080712;52.5041055;transport,marina
N648259070;TU-Bootshaus;13.2095125;52.5095679;transport,marina
N648259073;Captain's Inn am Stößensee;13.2114308;52.5095400;food,cafe
N648259075;Ruderverein Berlin von 1878;13.2101239;52.5109192;sport,canoe
N648457238;Evangelische Kirchengemeinde Apostel Petrus;13.3522403;52.5959706;pow,christian
N648763320;Griesingerstraße/Stadtrandstraße;13.1571062;52.5600740;transport,busstop
N648972915;1st Floor Hostel;13.4691534;52.5046040;accommodation,hostel
N649032162;Lila Bäcker;13.4787628;52.4994895;shop,bakery
N649032164;Blumen;13.4783298;52.4997562;shop,florist
N649103956;Rausch Schokoladenhaus;13.3913993;52.5120415;shop,confectionery
N649103961;Ampelmann;13.3935370;52.5133814;shop,gift
N649140072;Schweighofer's Weinstube;13.3115364;52.5096144;food,restaurant
N649393937;Genazvale;13.3117635;52.4899162;food,restaurant
N649400902;Die Dennewitzer;13.4387389;52.5036349;shop,motorcycle
N649703620;Dreilinden;13.1756601;52.4053115;transport,busstop
N649778890;Posh Bar;13.3730354;52.5086655;food,bar
N650021402;Zur Haveldüne;13.1797287;52.5031205;transport,busstop
N650056055;Asia;13.4810197;52.4789041;food,fastfood
N650302362;Smarthelden;13.3833744;52.5516807;shop,phone
N650358478;Akropolis Athen;13.3781987;52.4576425;food,restaurant
N650378213;Eresburgstraße;13.3701650;52.4667764;transport,busstop
N650378222;Eresburgstraße;13.3703527;52.4667997;transport,busstop
N650378279;Lotus Apotheke;13.3849777;52.4583106;health,pharmacy
N650414973;Egelingzeile;13.3700989;52.4634112;transport,busstop
N650414986;Egelingzeile;13.3699244;52.4637026;transport,busstop
N650415501;Tonsai;13.3818870;52.4593843;food,restaurant
N650415526;Buchhandlung Menger;13.3844198;52.4601101;shop,book
N650534687;SensCity Hotel Albergo;13.3116275;52.4899714;accommodation,hotel
N650633578;Ludwigs-Apotheke;13.3363001;52.5235466;health,pharmacy
N650788074;k presse + buch;13.3070622;52.4998230;shop,newspaper
N650788111;Imbiss 55;13.3068340;52.4999410;food,fastfood
N650788115;M&M Back;13.3073797;52.5000629;shop,bakery
N650805514;Johannisthaler Chaussee/Fritz-Erler-Allee;13.4597613;52.4316377;transport,busstop
N650956059;Restaurant Pasternak;13.4186299;52.5347868;food,restaurant
N651400316;Kita Karussel - Lernorte - Wissen und Bildung für Kinder GmbH;13.5080439;52.4495964;education,nursery
N651452392;Caféteria Wetterleuchten;13.3261577;52.5119649;food,restaurant
N651577740;Mediterraneo;13.3598797;52.5334511;food,restaurant
N651825008;Zimmererweg;13.4353196;52.4360348;transport,busstop
N651825010;Zimmererweg;13.4348478;52.4358400;transport,busstop
N651825012;Schlosserweg;13.4347617;52.4378110;transport,busstop
N651825014;Schlosserweg;13.4351426;52.4383846;transport,busstop
N651825016;Schlosserweg;13.4354592;52.4393592;transport,busstop
N651825018;Buckower Damm/Gutschmidtstraße;13.4361018;52.4399439;transport,busstop
N651825019;Buckower Damm/Gutschmidtstraße;13.4345710;52.4406261;transport,busstop
N651825021;Buckower Damm/Gutschmidtstraße;13.4349912;52.4408156;transport,busstop
N651825023;Fulhamer Allee;13.4363746;52.4494058;transport,busstop
N651825030;Wussowstraße;13.4370633;52.4560025;transport,busstop
N651825032;S+U Hermannstraße;13.4303556;52.4677677;transport,busstop
N651837933;Veronas Massagen;13.3088277;52.4898597;shop,departmentstore
N651949238;Erster Wiener;13.3298795;52.5041324;shop,bakery
N652049333;Bäckerei Backfee;13.4361760;52.4233063;shop,bakery
N652049348;Imbiss;13.4362666;52.4241823;food,fastfood
N652049351;Café Melanie;13.4360757;52.4245578;food,cafe
N652049357;Florida Eis;13.4365852;52.4242896;food,fastfood
N652049359;Thürmann;13.4366652;52.4239451;shop,bakery
N652049372;Edeka;13.4363525;52.4243322;shop,supermarket
N652409952;Woolworth;13.3262340;52.5647075;shop,supermarket
N652418750;Fitness Center;13.3249268;52.5646251;sport,leisurecenter
N652429934;Gerlinger Straße;13.4213050;52.4128979;transport,busstop
N652429935;Gerlinger Straße;13.4207226;52.4130720;transport,busstop
N652429936;Gerlinger Straße;13.4210478;52.4132788;transport,busstop
N652429937;Gerlinger Straße;13.4212134;52.4134388;transport,busstop
N652429938;Gerlinger Straße;13.4216926;52.4130881;transport,busstop
N652429939;Warmensteinacher Straße;13.4264421;52.4136502;transport,busstop
N652429940;Warmensteinacher Straße;13.4254065;52.4136306;transport,busstop
N652429941;Heinrich-Mann-Oberschule;13.4336281;52.4155701;transport,busstop
N652429942;Heinrich-Mann-Oberschule;13.4336877;52.4157521;transport,busstop
N652431954;Commerzbank Berlin-Gropiuspassagen;13.4552885;52.4295618;money,bank
N652432795;Buchfinkweg;13.4649035;52.4331467;transport,busstop
N652432796;Johannisthaler Chaussee/Rudower Straße;13.4683929;52.4341039;transport,busstop
N652432797;Johannisthaler Chaussee/Rudower Straße;13.4688746;52.4340435;transport,busstop
N652432798;Johannisthaler Chaussee/Rudower Straße;13.4685014;52.4344203;transport,busstop
N652432799;Storchenweg;13.4654070;52.4362620;transport,busstop
N652432800;Storchenweg;13.4658877;52.4362971;transport,busstop
N652440986;Knoblauchrestaurant;13.4244158;52.5468353;food,restaurant
N652570198;Edeka;13.4036492;52.5035654;shop,supermarket
N652583178;Die Maulwürfe;13.3320678;52.4260314;education,nursery
N652718726;Gries & Heissel Bankiers;13.2892540;52.4891489;money,bank
N652724913;Berliner Bank;13.2910627;52.4750402;money,bank
N652724914;Das Schokoladenlädchen;13.2888880;52.4767864;shop,confectionery
N652724916;Sparkasse;13.2949038;52.4742672;money,bank
N652744710;Schwarze Risse;13.3889569;52.4919487;shop,book
N652767407;Sux;13.4407517;52.4833036;food,pub
N652779668;Asia & Sushi;13.5434934;52.5238005;food,fastfood
N652780505;cafe n.l.;13.5402975;52.5267300;food,cafe
N652785190;Avci Döner;13.5377440;52.5278267;food,fastfood
N652877991;Mein Haus am See;13.4008183;52.5299790;food,bar
N652880708;Sixtyseven;13.4023811;52.5284935;food,fastfood
N652884290;Calabash;13.4010242;52.5334336;tourist,nightclub
N652987773;Prenzlauer Allee/Ostseestraße;13.4308638;52.5510585;transport,busstop
N653130245;Raabestraße;13.4038444;52.4102649;transport,busstop
N653130246;Raabestraße;13.4035062;52.4099617;transport,busstop
N653132000;Mariendorfer Damm / Buckower Chaussee;13.4011198;52.4150620;transport,busstop
N653132483;Sandsteinweg;13.3999044;52.4172651;transport,busstop
N653132486;Sandsteinweg;13.3997415;52.4165871;transport,busstop
N653165262;Frauenfitness balance;13.5345727;52.5106334;sport,gym
N653177387;Madloba;13.2978258;52.4428201;food,restaurant
N653256888;Apotheke am Asternplatz;13.3038018;52.4488384;health,pharmacy
N653287041;Netto;13.4428789;52.5433967;shop,supermarket
N653289588;easy Apotheke;13.4403375;52.5410422;health,pharmacy
N653375795;Ankogelweg;13.3986808;52.4193587;transport,busstop
N653375801;Ankogelweg;13.3979308;52.4197684;transport,busstop
N653385869;Tauernallee/Säntisstraße;13.3962579;52.4227863;transport,busstop
N653385899;Tauernallee/Säntisstraße;13.3961319;52.4238460;transport,busstop
N653397628;Glärnischweg;13.3943171;52.4262393;transport,busstop
N653397632;Glärnischweg;13.3945938;52.4265659;transport,busstop
N653451782;Pilatusweg;13.3928789;52.4296246;transport,busstop
N653451785;Pilatusweg;13.3923975;52.4295720;transport,busstop
N653454411;Trabrennbahn;13.3918343;52.4315145;transport,busstop
N653454415;Trabrennbahn;13.3912531;52.4315301;transport,busstop
N653458820;Hundsteinweg;13.3895247;52.4345850;transport,busstop
N653458821;Hundsteinweg;13.3903690;52.4340543;transport,busstop
N653474129;Rewe;13.3754219;52.4599517;shop,supermarket
N653474740;Friedenstraße/Großbeerenstraße;13.3818936;52.4380464;transport,busstop
N653474753;Forddamm;13.3827987;52.4394957;transport,busstop
N653657249;Back Shop;13.4496601;52.4479819;shop,bakery
N653657266;Zum Hufeisen;13.4495784;52.4480874;food,restaurant
N653657276;Fleischerei Partyservice Willy Pollmann;13.4496221;52.4485894;shop,butcher
N653715066;Röblingstraße/Arnulfstraße;13.3590637;52.4558137;transport,busstop
N653715078;Röblingstraße/Arnulfstraße;13.3593005;52.4561640;transport,busstop
N653715107;Röblingstraße/Arnulfstraße;13.3597105;52.4567024;transport,busstop
N653744054;Insulaner;13.3473208;52.4592885;transport,busstop
N653744062;Insulaner;13.3474216;52.4595353;transport,busstop
N653744066;Auguste-Viktoria-Klinikum Süd;13.3452696;52.4610369;transport,busstop
N653751855;Cranachstraße;13.3429092;52.4627796;transport,busstop
N653751858;Cranachstraße;13.3429994;52.4630082;transport,busstop
N653797109;Seniorenfreizeitstätte Bruno-Taut;13.4496581;52.4477346;tourist,theatre
N653911549;Osteria dell' Arte;13.3381275;52.5248544;food,restaurant
N653957750;Limbus Europae;13.4242092;52.4758846;tourist,art
N654082651;Friseur Schnittpunkt;13.5390320;52.5281900;shop,hairdresser
N654083786;Wisa Thaimassage;13.3401429;52.4630225;shop,departmentstore
N654087065;Ringslebenstraße/Mollnerweg;13.4433338;52.4175902;transport,busstop
N654087068;Ringslebenstraße/Mollnerweg;13.4436999;52.4175955;transport,busstop
N654097807;Otto-Erich-Straße;13.1183561;52.3946222;transport,busstop
N654126307;Matratzen Concord;13.3435648;52.5291403;shop,departmentstore
N654126308;Sahin;13.3435396;52.5292078;shop,hairdresser
N654126368;Döner;13.3430037;52.5312811;food,fastfood
N654202879;Combat Berlin e.V.;13.3084939;52.4908163;sport,leisurecenter
N654356082;Dr. Bodo Seidel;13.2645987;52.5375926;health,dentist
N654401099;Spielwiese "Ludothek";13.4541003;52.5104455;food,cafe
N654425801;Sausenberger Straße;13.5624575;52.4013611;transport,busstop
N654575602;Stadion Buschallee/Hansastraße;13.4876093;52.5569592;transport,tramstop
N655105537;Lidl;13.5902861;52.5375639;shop,supermarket
N655118060;Call a Pizza;13.6079596;52.5393888;food,fastfood
N655144713;Künnekeweg;13.5137650;52.4160627;transport,busstop
N655145186;Altes Gaswerk;13.1288046;52.5377865;tourist,ruins
N655146502;Video Town;13.1628257;52.5219719;shop,videorental
N655146770;Beck's Bäckerei & Bistro;13.4852546;52.5122598;food,cafe
N655153157;Städt. Kita Hellersdorfer Spielmäuse/Teil A;13.6013609;52.5395657;education,nursery
N655195450;Cocktailbar Zeitlos;13.3288154;52.5197861;food,bar
N655291832;Süßkramdealer;13.3300963;52.4771915;shop,confectionery
N655418757;Nawaab;13.5443123;52.4347523;food,restaurant
N655975206;Friedrich Apotheke;13.2659311;52.4144688;health,pharmacy
N655975207;Am Birkenknick;13.2661116;52.4155242;transport,busstop
N655975208;Am Birkenknick;13.2661365;52.4147745;transport,busstop
N655975219;Laehrstraße;13.2645634;52.4196795;transport,busstop
N655975220;Laehrstraße;13.2649362;52.4192103;transport,busstop
N656006001;Düppel Apotheke;13.2419523;52.4234139;health,pharmacy
N656210648;Mariannen-Apotheke;13.1556432;52.5325457;health,pharmacy
N656210656;Sparkasse;13.1578795;52.5325968;money,bank
N656309943;Bruno Taut Gedenkstein;13.4492590;52.4483762;tourist,memorial
N656432879;Via del Sol;13.3483643;52.5010222;food,restaurant
N656479674;Blankenfelde Kirche;13.3904549;52.6181324;transport,busstop
N656479678;Blankenfelde Kirche;13.3907134;52.6183639;transport,busstop
N656479681;Botanischer Volkspark;13.4009598;52.6044924;transport,busstop
N656931109;Steakhouse San Diego;13.4520780;52.5164987;food,restaurant
N657989641;Stettiner Eck;13.3897437;52.5550662;food,pub
N658096728;Ka-We-Imbiss;13.3421339;52.5016001;food,fastfood
N658357452;Periplaneta;13.4076767;52.5538116;shop,book
N658401603;AMK Tornado Antriebstechnik GmbH;13.2999945;52.5754773;shop,departmentstore
N658444284;Apotheke am Augustenburger Platz;13.3503744;52.5418490;health,pharmacy
N658444507;Gästehaus Axel Springer;13.3474767;52.5412753;accommodation,hotel
N658472261;Hertz;13.3112579;52.4798208;transport,rentalcar
N658612627;Kieler Straße;13.3219697;52.4583689;transport,busstop
N658612629;Zur Bratpfanne;13.3230890;52.4589034;food,fastfood
N658612631;Kieler Straße;13.3230488;52.4591286;transport,busstop
N658612646;Schildhorn Apotheke;13.3241522;52.4607968;health,pharmacy
N658617875;Balli;13.4287328;52.4722120;food,fastfood
N658617876;Pee Pees Katzencafé;13.4334470;52.4723377;food,cafe
N658869410;Kindergarten "Kleine Füße";13.4438763;52.5192141;education,nursery
N658999859;ehem. Schmidt-Ott-Oberschule;13.3306669;52.4554657;tourist,memorial
N659031944;Polizei Berlin Abschnitt 16;13.4523417;52.5379765;amenity,police
N659034042;Thürmann;13.3706621;52.4227396;shop,bakery
N659034049;Europaflora;13.3706356;52.4226975;shop,florist
N659034058;Bestada;13.3705899;52.4226505;shop,hairdresser
N659034066;Marienfelder Bistro;13.3707579;52.4228277;food,fastfood
N666748261;Buchhandlung Timbooktu;13.2965176;52.4983555;shop,book
N666961028;Siemensstadt Apotheke;13.2799585;52.5379148;health,pharmacy
N666970610;Döneria;13.2801530;52.5379400;food,restaurant
N667016647;Krauss;13.4965066;52.5065879;shop,departmentstore
N667020199;Sebnitzer Weg;13.4869961;52.4145286;transport,busstop
N667020210;Rudower Fließ;13.4891271;52.4133684;transport,busstop
N667020222;Fleischerstraße;13.4790120;52.4187508;transport,busstop
N667020256;Schriftsetzerweg;13.4817766;52.4211764;transport,busstop
N667020273;U Zwickauer Damm;13.4847592;52.4234816;transport,busstop
N667022750;Ristorante Fontana di Trevi;13.3978043;52.5112961;food,restaurant
N667023694;Wolfmarsteig;13.5365336;52.4126060;transport,busstop
N667023696;Wolfmarsteig;13.5366423;52.4127872;transport,busstop
N667031675;Regattastraße/Schule;13.5778950;52.4205549;transport,tramstop
N667066240;Goebelplatz;13.2799086;52.5380564;transport,busstop
N667211326;Hienerwadel;13.2630838;52.5146178;food,pub
N667211327;Rasas;13.2643913;52.5120994;food,restaurant
N667211328;Bier Harald Delikatessen;13.2654650;52.5124023;shop,confectionery
N667211329;Fürstenplatz-Apotheke;13.2653691;52.5123167;health,pharmacy
N667211334;Edeka Reichsstraße;13.2656846;52.5129578;shop,supermarket
N667211335;Berliner Bank;13.2655992;52.5131396;money,bank
N667211337;Sara Berlin;13.2655128;52.5139319;education,nursery
N667211338;Thai Food Orchidee;13.2649290;52.5135416;food,restaurant
N667211339;Botschaft der Republik Namibia;13.2647254;52.5143887;poi,embassy
N667211341;Apotheke Reichsstraße 100;13.2679732;52.5117263;health,pharmacy
N667211342;m.looi;13.2683742;52.5115270;food,restaurant
N667211344;Harry Genenz;13.2686117;52.5113062;food,cafe
N667211347;Confiserie Westend;13.2710956;52.5104447;shop,confectionery
N667211352;Quant Apotheke;13.2698479;52.5106380;health,pharmacy
N667211354;Hotel Aster an der Messe;13.2699208;52.5105784;accommodation,hotel
N667211355;Hintze;13.2692953;52.5114904;shop,hifi
N667211357;Adelino;13.2695740;52.5113327;food,restaurant
N667211359;La Victoria;13.2707023;52.5106887;food,restaurant
N667211362;Confiserie Sawade;13.2661737;52.5127819;shop,confectionery
N667211363;Berliner Volksbank;13.2668810;52.5129256;money,bank
N667211364;Bio Company;13.2675793;52.5125406;shop,supermarket
N667211367;Aral Tankstelle Ralf-Udo Gildhorn;13.2662526;52.5134593;transport,fuel
N667211368;Wiener Caffeehaus;13.2604129;52.5159551;food,cafe
N667211370;Westend-Klause;13.2599006;52.5165569;food,pub
N667211371;Il Cardinale;13.2598493;52.5164118;food,restaurant
N667211372;Edeka;13.2571181;52.5185318;shop,supermarket
N667211373;Getränke Hoffmann;13.2571177;52.5193151;shop,alcohol
N667211375;Raphael-Apotheke;13.2572734;52.5191931;health,pharmacy
N667211378;Wiedemann;13.2574416;52.5191305;shop,bakery
N667211380;Kinderparadies;13.2586421;52.5181555;shop,toys
N667211381;Bäckerei Zimmermann;13.2587434;52.5180501;shop,bakery
N667211382;Die Video Welle;13.2588261;52.5179641;shop,videorental
N667211383;Butter Lindner;13.2607253;52.5159840;shop,confectionery
N667211384;Westend Grill;13.2606416;52.5159467;food,fastfood
N667211386;Reichs-Apotheke;13.2609904;52.5158753;health,pharmacy
N667211387;Westend Confiserie;13.2623047;52.5150942;shop,confectionery
N667211388;GO;13.2624559;52.5148615;transport,fuel
N667211390;Café Kuhn;13.2621410;52.5157492;food,cafe
N667211397;Der Sieger;13.2605831;52.5163677;tourist,art
N667211398;Apotheke am Steubenplatz;13.2616014;52.5160655;health,pharmacy
N667211401;Optiker Andreas Wittig;13.2613224;52.5170808;shop,departmentstore
N667211402;Nahkauf;13.2615696;52.5169689;shop,supermarket
N667311309;Big Brobot;13.4553502;52.5102137;shop,clothes
N667366375;The Bird Express;13.4003145;52.5228088;food,fastfood
N667401235;Ballonplatz;13.4836733;52.6222024;transport,busstop
N667401236;Ballonplatz;13.4843895;52.6219055;transport,busstop
N667417395;Neurotitan;13.4014339;52.5246368;shop,book
N667420931;Morgenbrot;13.4553942;52.5137576;shop,bakery
N667445242;Efes;13.2593821;52.4301731;food,fastfood
N667451730;Abu Laila;13.3284180;52.5286759;shop,bakery
N667700918;Loui's Burgers;13.3936894;52.4895807;food,fastfood
N667701073;Le coq d´or;13.4582647;52.5125816;food,restaurant
N667710463;Berliner Literaturversand;13.3256804;52.5041573;shop,book
N667712670;Bürgeramt 3;13.4615218;52.5155582;amenity,townhall
N667718022;Opel Hinz;13.3801217;52.6017597;shop,car
N667779176;Fuki Sushi;13.4034466;52.5275895;food,restaurant
N667781977;Oranium;13.3931575;52.5250839;food,restaurant
N667790352;Duy Thai;13.4202511;52.5386088;food,restaurant
N667791724;Delhi Palast Snack;13.4596942;52.5144040;food,restaurant
N667799989;Hotel Bolgerini Inn;13.4601868;52.5158216;accommodation,hotel
N667801259;Auszeit;13.4690467;52.5050875;food,restaurant
N667815238;Sisaket;13.4049656;52.5235293;food,restaurant
N667842214;Sage;13.4169088;52.5110197;tourist,nightclub
N667843694;C&A;13.3060873;52.5093499;shop,clothes
N667851775;Koreanisches Restaurant Maru;13.4657565;52.5163714;food,restaurant
N667858145;Hopfenreich;13.4392445;52.4995320;food,pub
N667858502;Schneiderei am Moritzplatz;13.4125010;52.5032655;shop,departmentstore
N667859614;Subway;13.4037320;52.5204386;food,fastfood
N667866029;To Loc;13.4304235;52.4982037;food,fastfood
N667867203;Kaufland;13.5867384;52.4529155;shop,supermarket
N667877419;Übereck;13.4232683;52.5369394;food,pub
N667880622;Morgenland;13.4147572;52.5403869;food,restaurant
N667882646;Almayas;13.4598690;52.5113714;food,restaurant
N667884810;Altes Europa;13.4010680;52.5266930;food,restaurant
N667886515;Ja! Niko Ja!;13.3460679;52.5064666;food,restaurant
N667886909;Sonntag;13.4662350;52.5055483;food,restaurant
N667887189;Café Chagall;13.3929137;52.5202015;food,cafe
N667888029;Rathaus Mitte;13.4232573;52.5211827;amenity,townhall
N667888637;Jade Haus;13.4351254;52.5230714;food,restaurant
